﻿ID	Value
htd198	ચન્દ્રગિરિના\N-NNP નામ\N_NN ઉપરથી\PSP આ\DM_DMD શહેરનું\N_NN નામ\N_NN ચન્દ્રગિરિ\N-NNP પડયું\V_VM
htd199	ત્યાં\N_NST એમના\PR_PRL ભાઈને\N_NN તીરથગઢની\N-NNP જાગીર\N_NN મળી\V_VM
htd200	જેનું\DM_DMR નામ\N_NN એમના\PR_PRL નામ\N_NN ઉપરથી\PSP તીરથગઢ\N-NNP પડયું\V_VM .\RD_PUNC
htd201	ચન્દ્રગિરિ\N-NNP અને\CC_CCD ચિંગીતરાઈમાં\N-NNP પ્રાચીન\JJ મહત્ત્વના\N_NN અવશેષો\N_NN મળે\V_VM છે\V_VAUX  .\RD_PUNC
htd202	જગદલપુરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST વિશ્વપ્રસિદ્ધ\JJ કોટમસરની\N-NNP કુદરતી\JJ ગુફાઓ\N_NN આવેલી\V_VM છે\V_VAUX  .\RD_PUNC
htd203	વિશ્વની\N_NN સૌથી\PR_PRP લાંબી\JJ આ\DM_DMD ગુફાની\N_NN લંબાઈ\N_NN મીટર\N_NN છે\V_VAUX  .\RD_PUNC
htd204	ચૂનાપત્થરના\N_NN ધોવાણથી\N_NN બનેલી\V_VM આ\DM_DMD ગુફાઓ\N_NN ચૂનાપત્થરના\N_NN જામવાથી\V_VM બનેલી\V_VM સંરચનાઓને\N_NN કારણે\N_NN પ્રસિદ્ધ\JJ છે\V_VAUX  .\RD_PUNC
htd205	ચૂનાપત્થરના\N_NN જામવાને\V_VM કારણે\N_NN સ્ટલેગટાઈટ\N-NNP ,\RD_PUNC સ્ટલેગમાઈટ\N-NNP તથા\CC_CCD ડ્રપિસ્ટોન\N-NNP જેવી\RP_RPD સંરચનાઓ\N_NN બની\V_VM જાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd206	છત\N_NN પર\PSP લટકતા\V_VM ઝુમ્મર\N_NN સ્ટલેગ્ટાઈટ\N-NNP ,\RD_PUNC જમીનથી\N_NN ઊપર\PSP જતાં\V_VM સ્તંભ\N_NN સ્ટેલેગમાઈટ\N-NNP તથા\CC_CCD છત\N_NN અને\CC_CCD જમીનથી\N_NN જોડાયેલા\V_VM મોટા\JJ મોટા\JJ સ્તંભ\N_NN ડ્રપિસ્ટોન\N-NNP કહેવાય\V_VM છે\V_VAUX  .\RD_PUNC
htd207	ડૉ.\N-NNP શંકર\N-NNP તિવારીએ\N_NN પહેલીવાર\N_NST આ\DM_DMD ગુફાનું\N_NN વર્ણન\N_NN કર્યું\V_VM હતું \V_VAUX.\RD_PUNC
htd208	આ\DM_DMD ગુફામાં\N_NN નાના\JJ નાના\JJ તળાવ\N_NN આવેલા\V_VM છે\V_VAUX
htd209	ગુફાઓમાંથી\N_NN મળતી\V_VM નાની\JJ નાની\JJ માછલીઓની\N_NN આંખો\N_NN નથી\V_VAUX દેખાતી\V_VM .\RD_PUNC
htd210	સદીઓથી\N_NN અંધકારમાં\N_NN રહેવાને\V_VM કારણે\N_NN એમની\PR_PRL આંખની\N_NN ઉપયોગિતા\N_NN ખલાસ\V_VM થઈ\V_VM ગઈ\V_VAUX
htd211	હવે\N_NST આ\DM_DMD માછલીઓ\N_NN જન્મથી\N_NN જ\RP_RPD દ્રષ્ટિહીન\JJ પેદા\V_VM થાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd212	આ\DM_DMD ડાર્વિનના\N-NNP સિદ્ધાંતને\N_NN અનુમોદન\N_NN આપે\V_VM છે\V_VAUX  .\RD_PUNC
htd213	કોટમસરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST કૈલાસ\N-NNP ગુફા\N_NN આવેલી\V_VM છે\V_VAUX  .\RD_PUNC
htd214	આના\PR_PRL મોટા-મોટા\JJ ખંડ\N_NN કોઈ\DM_DMI રાજાના\N_NN દરબાર\N_NN જેવા\RP_RPD ભાસે\V_VM છે\V_VAUX
htd215	ચૂનાપત્થરની\N_NN આકૃતિઓ\N_NN શિવલિંગ\N_NN સમાન\RP_RPD દેખાય\V_VM છે\V_VAUX  .\RD_PUNC
htd216	તેથી\CC_CCD આ\DM_DMD ગુફાનું\N_NN ધાર્મિક\JJ મહત્ત્વ\N_NN પણ\CC_CCD છે\V_VAUX  .\RD_PUNC
htd217	કૈલાશગુફામાં\N-NNP મહાશિવરાત્રીના\N-NNP દિવસે\N_NN ભક્તોની\N_NN ભીડ\N_NN જામેલી\V_VM હોય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd218	કૌલાશગુફા\N-NNP મીટરની\N_NN ઊંચાઈ\N_NN પર\PSP અને\CC_CCD મીટર\N_NN લાંબી\JJ છે\V_VAUX  .\RD_PUNC
htd219	દંડકગુફા\N-NNP કોટમસરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલી\V_VM છે\V_VAUX  .\RD_PUNC
htd220	દંડકગુફામાં\N-NNP પણ\CC_CCD કોટમસર\N-NNP ગુફા\N_NN જેવીજ\RP_RPD સ્ટલેગટાઈટ\N-NNP ,\RD_PUNC સ્ટલેગમાઈટ\N-NNP તથા\CC_CCD ડ્રપિસ્ટોન\N-NNP જેવી\RP_RPD સંરચનાઓ\N_NN ભવ્ય\JJ સ્વરૂપ\N_NN પ્રદાન\N_NN કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd221	કાંગેરખીણપ્રદેશની\N-NNP લગોલગ\N_NST આરણ્યકગુફામાં\N-NNP જાધરા\N-NNP ઝાંપી\N-NNP અને\CC_CCD મકરખંડની\N-NNP બાકી\QT_QTF રહેલી\V_VM સંરચનાઓ\N_NN જોતાજ\DM_DMI અનુભવાય\V_VM છે\V_VAUX  .\RD_PUNC
htd222	રાયપુરથી\N-NNP જગદલપુર\N-NNP આવતી\V_VM વખતે\N_NN બસ્તર\N-NNP જિલ્લામાં\N_NN સ્વાગત\N_NN કરવા\V_VM_VF કાંકેરના\N-NNP વિશાળ\JJ ડુંગરો\N_NN તત્પર\JJ દેખાય\V_VM છે\V_VAUX  .\RD_PUNC
htd223	કાંકેરથી\N-NNP કિલોમીટર\N_NN આગળ\N_NST શરૂ\V_VM થાય\V_VM છે\V_VAUX કેશકાલનો\N-NNP મનોહર\JJ ખીણપ્રદેશ\N_NN .\RD_PUNC
htd224	હેયરપીન\N_NN વળાંક\N_NN લેતો\V_VM આ\DM_DMD મનોહર\RB ખીણપ્રદેશ\N_NN પર્યટકોના\N_NN મન\N_NN મોહી\V_VM લે\V_VM છે\V_VAUX  .\RD_PUNC
htd225	કેશકાલના\N-NNP ખીણપ્રદેશને\N_NN અંતે\N_NST શરૂ\V_VM થાય\V_VAUX છે\V_VAUX દંડકારણ્યના\N-NNP પહાડી\JJ મેદાનો\N_NN .\RD_PUNC
htd226	પંચવટીના\N-NNP આરામગૃહ\N_NN તથા\CC_CCD વોચિંગટાવર\N_NN ઉપરથી\PSP કેશકાલ\N-NNP ખીણપ્રદેશના\N_NN મનોરમ્ય\JJ દ્રશ્ય\N_NN જોવા\V_VM મળે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd227	એકાએક\RB તો\RP_RPD એ\DM_DMD અનુભવ\N_NN થતો\V_VM નથી\V_VAUX કે\CC_CCS અમે\PR_PRP મેદાની\JJ પ્રદેશોના\N_NN દ્રશ્યો\N_NN જોઈ\V_VM રહ્યાં\V_VAUX છીએ\V_VAUX
htd228	દૂર\N_NST દૂર\N-NNP સુધી\RP_RPD પર્વતમાળાઓ\N_NN ફેલાયેલી\V_VM છે\V_VAUX  .\RD_PUNC
htd229	લીલી\JJ ચાદરમાં\N_NN વીંટળાયેલી\V_VM સુંદર\JJ વસુંધરા\N_NN ,\RD_PUNC વાદળોના\N_NN પર્વતો\N_NN સાથે\PSP અથડાતા\V_VM ઝુંડ\N_NN આપણને\PR_PRP જાણે\RP_RPD હિમાલયના\N_NN પર્વતો\N_NN જેવો\RP_RPD અનુભવ\N_NN કરાવે\V_VM છે\V_VAUX  .\RD_PUNC
htd230	બસ્તરની\N_NN વાસ્તવિક\JJ સરહદ\N_NN અહીંથી\N_NST શરૂ\V_VM થાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd231	બસ્તરના\N_NN પ્રમુખ\JJ સ્થાન\N_NN જગદલપુરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલ\V_VM બારસૂર\N-NNP સુધી\PSP પહોંચવા\V_VM માટે\PSP ગીદમ\N-NNP થઈને\V_VM જવું\V_VM પડે\V_VM છે\V_VAUX  .\RD_PUNC
htd232	બારસૂર\N-NNP ગીદમથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd233	અહીં\N_NST ગણેશજીની\N-NNP વિશાળ\JJ મૂર્તિ\N_NN છે\V_VAUX  .\RD_PUNC
htd234	બારસૂર\N-NNP નાગ\N_NN રાજાઓ\N_NN તથા\CC_CCD કાકતીય\N-NNP શાસકોની\N_NN રાજધાની\N_NN રહ્યું\V_VM છે\V_VAUX  .\RD_PUNC
htd235	બારસૂર\N-NNP અગિયારમી\QT_QTO તથા\CC_CCD બારમી\QT_QTO સદીના\N_NN મંદિરો\N_NN માટે\PSP પ્રસિદ્ધ\V_VM છે\V_VAUX  .\RD_PUNC
htd236	બારસૂરના\N-NNP મંદિરોમાં\N_NN મામા-ભાણેજમંદિર\N-NNP મૂલત\N_NN શિવમંદિર\N_NN છે\V_VAUX  .\RD_PUNC
htd237	મામા-ભાણેજ\N-NNP મંદિર\N_NN બે\QT_QTC ગર્ભગૃહ\N_NN ધરાવતું\V_VM મંદિર\N_NN છે\V_VAUX  .\RD_PUNC
htd238	મામા-ભાણેજ\N-NNP મંદિરના\N_NN મંડપ\N_NN એકબીજા\PR_PRC સાથે\PSP જોડાયેલા\V_VM છે\V_VAUX  .\RD_PUNC
htd239	બારસૂરના\N-NNP ખંડિત\JJ મંદિરોમાં\N_NN મૈથુનરત\JJ પ્રતિમાઓના\N_NN ચિહ્નો\N_NN પણ\CC_CCD મળે\V_VM છે\V_VAUX  .\RD_PUNC
htd240	ઇતિહાસકાર\N_NN તથા\CC_CCD પ્રસિદ્ધ\JJ શિક્ષણશાસ્ત્રી\N_NN ડૉ.\N-NNP કે.કે.ઝાના\N-NNP મત\N_NN મુજબ\PSP આ\DM_DMD નગર\N_NN પ્રાચીનકાળમાં\N_NST વૈવશ્વતપુરના\N-NNP નામથી\N_NN ઓળખાતું\V_VM હતું\V_VAUX .\RD_PUNC
htd241	ચન્દ્રાદિત્ય\N-NNP મંદિર\N_NN નાગરાજા\N-NNP ચન્દ્રાદિત્યએ\N-NNP કરાવ્યું\V_VM હતું .\RD_PUNC\V_VAUX તથા\CC_CCD એમના\PR_PRL નામ\N_NN પરથી\PSP આ\DM_DMD મંદિર\N_NN જાણીતું\JJ બન્યું\V_VM છે\V_VAUX  .\RD_PUNC
htd242	બત્રીસ\QT_QTC સ્તંભ\N_NN પર\PSP ઊભેલા\V_VM બત્તીસામંદિરનું\N-NNP નિર્માણ\N_NN રેતાળ\JJ પત્થરથી\N_NN થયેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd243	બત્તીસ\N-NNP મંદિરનું\N_NN નિર્માણ\N_NN ગુંડમહાદેવીએ\N-NNP સોમેશ્વરદેવના\N-NNP શાસનકાળમાં\N_NN કર્યું\V_VM .\RD_PUNC
htd244	બત્તીસા\N-NNP મંદિરમાં\N_NN શિવ\N-NNP તથા\CC_CCD નંદીની\N-NNP સુંદર\JJ પ્રતિમાઓ\N_NN છે\V_VAUX  .\RD_PUNC
htd245	એક\QT_QTC હજાર\QT_QTC વર્ષ\N_NN જૂનાં\JJ આ\DM_DMD બત્તીસામંદિરને\N-NNP ખૂબ\QT_QTC જ\RP_RPD વૈજ્ઞાનિક\JJ ઢબે\N_NN પત્થરોને\N_NN ગોઠવીને\V_VM બનાવવામાં\V_VM આવ્યું\V_VAUX છે\V_VAUX  .\RD_PUNC
htd246	આ\DM_DMD મંદિર\N_NN પુરાતત્ત્વ\N_NN વિભાગ\N_NN દ્વારા\PSP સંરક્ષિત\JJ સ્મારક\N_NN છે\V_VAUX  .\RD_PUNC
htd247	ગણેશ\N-NNP ભગવાનની\N_NN બે\QT_QTC વિશાળ\JJ રેતાળ\JJ પત્થરની\N_NN બનેલી\V_VM પ્રતિમાઓ\N_NN આશ્ચર્યચક્તિ\JJ કરી\V_VM દે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd248	મામા-ભાણેજ\N-NNP મંદિર\N_NN શિલ્પની\N_NN દ્રષ્ટિએ\N_NN ઉત્કૃષ્ટ\JJ અને\CC_CCD દર્શનીય\JJ છે\V_VAUX  .\RD_PUNC
htd249	બસ્તર\N-NNP જિલ્લાના\N_NN વિકાસખંડ\N_NN બસ્તરમાં\N-NNP જગદલપુરથી\N-NNP લગભગ\RP_RPD કિલોમીટર\N_NN દૂર\N_NST છિંદક\N-NNP નાગવંશી\JJ રાજા\N_NN ધારાવર્ષાની\N-NNP રાણી\N_NN ગુંડમહાદેવી\N-NNP દ્વારા\PSP નારાયણપાલનું\N-NNP વિષ્ણુમંદિર\N_NN ઈ.સ.\N_NN બનાવવામાં\V_VM આવ્યું\V_VAUX .\RD_PUNC
htd250	ગુંડમહાદેવીનો\N-NNP પુત્ર\N_NN સોમેશ્વરદેવ\N-NNP એક\QT_QTC પ્રતાપી\JJ રાજા\N_NN હતો\V_VM .\RD_PUNC
htd251	મંદિરનું\N_NN બાંધકામ\N_NN પૂર્ણ\JJ થતાં\V_VM સુધીમાં\RP_RPD ધારાવર્ષા\N-NNP અને\CC_CCD સોમેશ્વરદેવ\N-NNP દિવંગત\JJ થઈ\V_VM ચૂક્યા\V_VAUX હતા\V_VAUX .\RD_PUNC
htd252	અને\CC_CCD ગુંડમહાદેવીના\N-NNP પૌત્ર\N_NN છિંદક\N-NNP નાગવંશી\JJ રાજા\N_NN કન્હરદેવનું\N-NNP શાસન\N_NN હતું\V_VM .\RD_PUNC
htd253	ગુંડમહાદેવી\N-NNP અને\CC_CCD તેની\PR_PRL પુત્રવધૂ\N_NN સોમેશ્વરદેવની\N-NNP રાણીના\N_NN શિલાલેખ\N_NN પણ\RP_RPD અહીં\N_NST છે\V_VAUX  .\RD_PUNC
htd254	નારાયણપાલનું\N-NNP આ\DM_DMD મંદિર\N_NN પુરાતત્ત્વવિભાગ\N_NN દ્વારા\PSP સંરક્ષિત\JJ સ્મારક\N_NN છે\V_VAUX  .\RD_PUNC
htd255	નારાયણપાલનું\N-NNP આ\DM_DMD મંદિર\N_NN છિંદકનાગવંશીશાસનના\N-NNP સમયની\N_NN માહિતી\N_NN મેળવવા\V_VM માટેનો\PSP મુખ્ય\JJ સ્રોત\N_NN પણ\CC_CCD છે\V_VAUX  .\RD_PUNC
htd256	શંખની\N-NNP અને\CC_CCD ડંકની\N-NNP નદીના\N_NN સંગમસ્થળ\N_NN પર\PSP આવેલું\V_VM દંતેવાડા\N-NNP જગદલપુરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd257	અહીં\N_NST બસ્તરની\N-NNP આરધ્યદેવીમાતા\N_NN દંતેશ્વરીનું\N-NNP પ્રાચીન\JJ મંદિર\N_NN છે\V_VAUX  .\RD_PUNC
htd258	દંતેશ્વરીદેવી\N-NNP બસ્તરના\N-NNP રહેવાસીઓની\N_NN શ્રદ્ધાનું\N_NN પ્રતીક\N_NN છે\V_VAUX  .\RD_PUNC
htd259	દશેરા\N-NNP વખતે\N_NN દેશ-વિદેશથી\N_NN પ્રવાસીઓ\N_NN બસ્તર\N-NNP આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd260	પગે\N_NN ચાલીને\V_VM આવતા\V_VM શ્રદ્ધાળુઓ\N_NN માટે\PSP જુદી\JJ જુદી\JJ સ્વયંસેવી\N_NN સંસ્થાઓ\N_NN દ્વારા\N_NN નિશુલ્ક\JJ ભોજન\N_NN ,\RD_PUNC નાસ્તા\N_NN ,\RD_PUNC રહેવાનું\V_VM અને\CC_CCD તબીબી\JJ સુવિધાઓ\N_NN ઉપલબ્ધ\JJ કરાવવામાં\V_VM આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd261	બસ્તરમાં\N-NNP દંતેશ્વરીમાતા\N-NNP ઉપરાંત\RP_RPD શિવ\N-NNP ,\RD_PUNC ગણેશ\N-NNP ,\RD_PUNC વિષ્ણુ\N-NNP ,\RD_PUNC સૂર્ય\N-NNP અને\N_NN ભૈરવની\N-NNP પ્રતિમાઓ\N_NN છે\V_VAUX  .\RD_PUNC
htd262	આ\DM_DMD પ્રતિમાઓ\N_NN પુરાતત્ત્વની\N_NN દ્રષ્ટિએ\N_NN પણ\CC_CCD ખૂબ\QT_QTC જ\RP_RPD મહત્ત્વપૂર્ણ\JJ છે\V_VAUX  .\RD_PUNC
htd263	બૈલાડીલામાં\N-NNP લોખંડનું\N_NN ઉત્ખનન\N_NN જોવું\V_VM એ\DM_DMD એક\QT_QTC અદ્દભુત\JJ અનુભવ\N_NN છે\V_VAUX  .\RD_PUNC
htd264	બચેલી\N-NNP અને\CC_CCD કિરંદૂલમાં\N-NNP એન.એમ.ડી.સી.ની\N-NNP ખાણો\N_NN છે\V_VAUX  .\RD_PUNC
htd265	બૈલાડીલામાં\N-NNP ગેસ્ટહાઉસમાં\N_NN રોકાઈ\V_VM શકાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd266	બૈલાડીમાં\N-NNP લોખંડની\N_NN ખાણોને\N_NN જોવા\V_VM માટે\PSP મંજૂરી\N_NN લેવી\V_VM જરૂરી\JJ છે\V_VAUX  .\RD_PUNC
htd267	બચેલીની\N-NNP ખાણો\N_NN ટાઉનશીપથી\N_NN કિલોમીટર\N_NN દૂર\N_NST છે\V_VAUX  .\RD_PUNC
htd268	બચેલીનું\N_NN લોહચુંબક\N_NN સારી\JJ ગુણવત્તાવાળું\N_NN માનવામાં\V_VM આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd269	બચેલીમાંથી\N-NNP મળતાં\V_VM લોહચુંબકમાં\N_NN લોખંડનું\N_NN પ્રમાણ\N_NN સુધીનું\RP_RPD હોય\V_VM છે\V_VAUX  .\RD_PUNC
htd270	કે.કે.\N-NNP રેલવેલાઈન\N_NN કોત્સાવલ્યાથી\N-NNP કિરંદૂલ\N-NNP
htd271	કે.કે.\N-NNP રેલવે\N_NN લાઈનમાં\N_NN પેસેન્જર\N_NN ટ્રેન\N_NN  દ્વારા\PSP યાત્રા\N_NN કરવી\V_VM એ\DM_DMD એક\QT_QTC રોમાંચક\JJ અનુભવ\N_NN છે\V_VAUX  .\RD_PUNC
htd272	રસ્તામાં\N_NN ઘેરા\JJ જંગલ\N_NN અને\CC_CCD ગગનચુંબી\JJ પર્વતમાળાની\N_NN વચ્ચેથી\N_NST પસાર\V_VM થતી\V_VM ટ્રેન\N_NN યૂ-ટર્ન\N_NN લેતી\V_VM અને\CC_CCD મેઘમાળાઓની\N-NNP વચ્ચેથી\N_NN દેખાતા\V_VM પહાડ\N_NN મનમોહક\JJ દ્રશ્ય\N_NN સર્જે\V_VM છે\V_VAUX  .\RD_PUNC
htd273	જે\DM_DMR જીવવૈવિધ્ય\N_NN બસ્તરમાં\N-NNP જોવા\V_VM મળે\V_VM છે\V_VAUX તે\PR_PRL બીજે\N_NST ક્યાંય\N_NST જોવા\V_VM મળતી\V_VM નથી\V_VAUX .\RD_PUNC
htd274	બસ્તરની\N-NNP રોમાંચપૂર્ણ\JJ યાત્રામાં\N_NN એશિયાનું\N-NNP સૌથી\PR_PRP ઊંચું\JJ બ્રોડગેજ\N-NNP રેલવેસ્ટેશન\N_NN શિમલીગુડામાં\N-NNP છે\V_VAUX  .\RD_PUNC
htd275	તાડીના\N-NNP રસભર્યા\JJ ફળ\N_NN વેચનારાઓ\N_NN આખા\QT_QTF રસ્તે\N_NN મળે\V_VM છે\V_VAUX  .\RD_PUNC
htd276	તાડીના\N-NNP રસદાર\JJ ફળો\N_NN ખાવા\V_VM સારા\JJ લાગે\V_VM છે\V_VAUX  .\RD_PUNC
htd277	આ\DM_DMD રોમાંચકારી\JJ યાત્રામાં\N_NN બે\QT_QTC ઇલેક્ટ્રિક\JJ એન્જિનથી\N_NN ચાલતી\V_VM ટ્રેન\N_NN ટનલમાંથી\N_NN પસાર\V_VM થાય\V_VM છે\V_VAUX  .\RD_PUNC
htd278	કે.કે.\N-NNP લાઈનની\N_NN લંબાઈ\N_NN મીટર\N_NN સુધી\PSP છે\V_VAUX  .\RD_PUNC
htd279	કે.કે.\N-NNP લાઈનનું\N_NN નિર્માણ\N_NN જાપાનીઓએ\N-NNP બૈલાડીલાના\N-NNP લોખંડને\N_NN વિશાખાપટનમ\N-NNP થઈને\V_VM જાપાન\N-NNP લઈ\V_VM જવા\V_VM માટે\PSP કર્યું\V_VM હતું\V_VAUX .\RD_PUNC
htd280	વિશાખાપટનમથી\N-NNP લોખંડ\N_NN વહાણ\N_NN દ્વારા\PSP જાપાન\N-NNP લઈ\V_VM જવામાં\V_VM આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd281	કે.કે.\N_NNP લાઈનની\N-NNP યાત્રામાં\N_NN ખાવાપીવાની\N_NN સામગ્રી\N_NN મળતી\V_VM નથી\V_VAUX .\RD_PUNC
htd282	આથી\CC_CCD જો\RP_RPD આ\DM_DMD યાત્રાનો\N_NN આનંદ\N_NN લેવો\V_VM હોયતો\V_VAUX ખાવાપીવાની\N_NN પુષ્કળ\QT_QTF સામગ્રી\N_NN સાથે\PSP લઈ\V_VM જવી\V_VM જોઈએ\V_VAUX .\RD_PUNC
htd283	કે.કે.\N-NNP લાઈન\N_NN છેલ્લા\QT_QTO વર્ષથી\N_NN લોખંડનું\N_NN પરિવાહન\N_NN કરે\V_VM છે\V_VAUX .\RD_PUNC
htd284	સરેરાશ\QT_QTF માલગાડીઓ\N_NN કે.કે.\N_NNP રેલવેલાઈન\N_NN પર\PSP દરરોજ\N_NST ચાલે\V_VM છે\V_VAUX  .\RD_PUNC
htd285	કિલોમીટર\N_NN લાંબી\JJ આ\DM_DMD કે.કે.\N_NNP રેલવેલાઈનથી\N_NN લોખંડનું\N_NN પરિવહન\N_NN કરીને\V_VM રેલવેને\N_NN દરવર્ષે\N_NST લગભગ\RP_RPD બિલિયનનો\QT_QTC ફાયદો\N_NN થાય\V_VM છે\V_VAUX  .\RD_PUNC
htd286	જગદલપુરથી\N-NNP કિલોમીટરના\N_NN અંતરે\N_NN વિશ્વપ્રસિદ્ધ\JJ ચિત્રકોટ\N-NNP જળધોધ\N_NN આવેલો\V_VM છે\V_VAUX  .\RD_PUNC
htd287	ચિત્રકોટમાં\N-NNP ઈન્દ્રાવતી\N-NNP નદી\N_NN વિસ્તાર\N_NN પામીને\V_VM મનમોહક\JJ જળધોધનું\N_NN નિર્માણ\N_NN કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd288	ચિત્રકોટજળધોધને\N-NNP બસ્તરનો\N-NNP નાયગ્રા\N-NNP પણ\CC_CCD કહેવામાં\V_VM આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd289	ફ્લડ\N_NN લાઈટમાં\N_NN જળધોધને\N_NN જોવો\V_VM જે\PR_PRL જુદો\JJ જ\RP_RPD અનુભવ\N_NN કરાવે\V_VM છે\V_VAUX  .\RD_PUNC
htd290	પર્યટનવિભાગની\N_NN સુવિધાપૂર્ણ\JJ મઢુલીઓમાં\N_NN રોકાવાનો\V_VM આનંદ\N_NN જ\RP_RPD જુદો\JJ છે\V_VAUX  .\RD_PUNC
htd291	ચિત્રકોટ\N-NNP જળધોધથી\N_NN લગભગ\RP_RPD કિલોમીટર\N_NN દૂર\N_NST તામડાઘુમડ\N-NNP જળધોધ\N_NN છે\V_VAUX  .\RD_PUNC
htd292	તામડાઘુમડ\N-NNP જળધોધમાં\N_NNP એક\QT_QTC નાની\JJ નદી\N_NN સીધી\JJ લગભગ\RP_RPD ફૂટની\N_NN ઊંચાઈએથી\N_NN નીચેના\N_NST ભાગમાં\N_NN પડીને\V_VM એક\QT_QTC મનોરમ\JJ જળધોધનું\N_NN નિર્માણ\N_NN કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd293	જળધોધને\N_NN નીચે\N_NST ઉતરીને\V_VM જોવો\V_VM ગમે\V_VM છે\V_VAUX  .\RD_PUNC
htd294	ઉતરવાનો\V_VM માર્ગ\N_NN મુશ્કેલ\JJ હોવાને\V_VM કારણે\N_NN વધારે\RP_INTF પડતી\V_VM સાવધાની\N_NN રાખવી\V_VM જરૂરી\JJ છે\V_VAUX  .\RD_PUNC
htd295	જગદલપુરના\N-NNP મુખ્યપ્રદેશમાં\N_NN આવેલું\V_VM એક\QT_QTC મનોરમ\JJ સ્થળ\N_NN છે\V_VAUX  .\RD_PUNC
htd296	અહીં\N_NST બાળકો\N_NN માટે\PSP બાળઉદ્યાન\N_NN અને\CC_CCD રેલગાડીની\N_NN વ્યવસ્થા\N_NN છે\V_VAUX  .\RD_PUNC
htd297	સાથેજ\PSP એક\QT_QTC વિશાળ\JJ સ્કેટિંગ\N_NN રિંગ\N_NN યુવાનોને\N_NN આકર્ષિત\V_VM કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd298	સુંદર\JJ લોન\N_NN અને\CC_CCD પુષ્પવાટિકા\N-NNP પ્રવાસીઓનું\N_NN મન\N_NN મોહી\V_VM લે\V_VM છે\V_VAUX  .\RD_PUNC
htd299	કાકતીયવંશના\N-NNP મહારાજા\N_NN પુરુષોત્તમદેવ\N-NNP દ્વારા\PSP બનાવાયેલા\V_VM_VF આ\DM_DMD તળાવને\N_NN છત્તીસગઢના\N-NNP સૌથી\PR_PRP મોટામાં\JJ મોટા\JJ તળાવ\N_NN હોવાનું\V_VM ગૌરવ\N_NN મળ્યું\V_VM છે\V_VAUX  .\RD_PUNC
htd300	સવારે\N_NN અને\CC_CCD સંધ્યાએ\N_NN ફરવા\V_VM માટેનું\PSP આ\DM_DMD ઉપયોગી\JJ સ્થળ\N_NN છે\V_VAUX  .\RD_PUNC
htd301	તળાવમાં\N_NN બનેલા\V_VM આઈલેન્ડમાં\N_NN મોટરબોટની\N_NN સાથે\PSP પૈડલબોટથી\N_NN ફરવાની\V_VM સુવિધા\N_NN મળે\V_VM છે\V_VAUX  .\RD_PUNC
htd302	આઈલેન્ડમાં\N_NN આવેલી\V_VM પવનચક્કી\N_NN પણ\CC_CCD આકર્ષિત\V_VM કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd303	બસ્તરના\N-NNP રાજમહેલના\N_NN મુખ્ય\JJ દરવાજા\N_NN પર\PSP બસ્તરની\N-NNP આરાધ્ય\JJ દેવીમાતા\N_NN દંતેશ્વરીનું\N-NNP મંદિર\N_NN છે\V_VAUX  .\RD_PUNC
htd304	મંદિરની\N_NN સાથે\PSP  દશેરા\N-NNP  વખતે\N_NN ચાલનારો\V_VM વિશાળ\JJ રથ\N_NN પણ\CC_CCD એના\PR_PRL દરવાજા\N_NN પર\PSP જોઈ\V_VM શકાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd305	દંતેશ્વરીમંદિરની\N-NNP સામે\N_NST બસ્તરના\N-NNP કાકતીય\N-NNP વંશના\N_NN અંતિમ\N_NST મહારાજા\N_NN પ્રવીરચંદ્ર\N-NNP ભંજદેવની\N-NNP પ્રતિમા\N_NN બસ્તરનિવાસીઓની\JJ આસ્થાનું\N_NN પ્રતીક\N_NN છે\V_VAUX  .\RD_PUNC
